"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-03","0.00","78","90","66"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-04",,"82","93",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-05","0.00","81","95","70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-06",,"81","99",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-07","0.00","86","99","70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-08","0.00","85","100","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-09",,"86","99",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-10","0.00","78","90",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-11","0.00","77","90","61"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-12","0.00","81","93","63"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-13",,"83","95",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-14","0.00","82","97",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-15","0.00","85","95",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-16","0.00","84","99",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-17",,"86","97",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-18",,"83","95",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-19","0.00","84","99","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-20","0.00","85","93","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-21",,"86","97",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-22",,"86",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-23","0.00","81","97","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-24",,"84","102",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-25",,"85","100",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-26",,"87","100",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-27",,"83","97",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-28","0.02","81",,"70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-29","0.00","86","100","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-30","0.00","85","99","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-03-31",,"87","102",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-01","0.00","88","106","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-03",,"90","109",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-04","0.00","89","106","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-05","0.00","89","100","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-06","0.00","88","97",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-07","0.00","88",,"77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-08","0.00","86",,"77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-09","0.00","86","99","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-10","0.00","86","99","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-11","0.00","86","97","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-12","0.00","87","99","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-13",,"83","95",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-14","0.08","84","95","70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-15","0.00","84","97","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-16",,"85","99",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-17","1.65","82","91","70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-18","0.00","84","97","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-19","0.00","88","100","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-20","0.00","89","104","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-21","0.00","87","99","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-22",,"88","100",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-23","0.00","88","104","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-24","0.00","88",,"81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-25","0.00","87","99","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-26","0.00","88","99","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-27",,"87","99",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-28","0.00","88","97","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-29","0.00","89","95","82"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-04-30","1.57","85","93","70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-01","0.00","87",,"81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-02","0.00","86","99","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-03","0.00","90","99","82"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-04","0.00","88","95","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-05","0.00","88",,"81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-06","0.00","89","106","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-07","0.67","89","100","82"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-08","0.00","89","99","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-09","0.00","87","99","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-10","0.00","86","95","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-11","0.00","88","97","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-12","0.00","89","97","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-13","0.00","87","95","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-14","0.12","89","97","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-15","0.00","88","95","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-16","0.00","88","99","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-17","0.00","89","108","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-18","0.00","94","109","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-19","0.00","94","109","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-20",,"95","113",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-21","0.00","95",,"82"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-22","0.00","93","108","82"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-23",,"87","102",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-24","0.24","89","100","70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-25","0.00","92","104","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-26","0.00","90","104","82"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-27","0.00","92","106","82"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-28","0.00","90","104","84"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-29","0.04","94","108","82"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-30","0.00","95","106","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-05-31","0.00","92","106","82"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-01","0.00","93","106","84"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-02","0.08","92","108","84"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-03","0.00","92","108","82"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-04","0.00","92","108","84"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-05","0.04","92","108","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-06","0.00","90","99","84"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-07","0.00","90","99","84"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-08","0.00","92","99","84"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-09","0.00","90","97","84"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-10","0.00","90","97","84"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-11","0.00","88","95",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-12","0.00","87","100","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-13",,"92",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-14",,"92","106",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-15","0.00","88","102",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-16","0.04","91","100","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-17","0.00","88","104","84"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-18","0.00","83","95",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-19","0.59","89","100","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-20","0.00","87","102",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-21","0.12","89","100","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-22","0.00","88","100","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-23","0.00","80","95",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-24","2.13","83","88","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-25","0.55","85","91","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-26","0.00","86","93","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-27","0.00","86","93","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-28","0.24","83",,"79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-29","0.20","86",,"81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-06-30","0.08","81","84","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-01","0.12","83","95","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-02","0.00","88","97","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-03","0.00","91","100","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-04","0.00","91",,"82"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-05","0.00","85","100",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-06","0.28","83",,"77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-07","1.46","82","84","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-08","1.50","82","84","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-11","0.00","85","90","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-12","0.87","82","86","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-13","0.20","78","79","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-14","1.81","83","90","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-15","0.00","85","91","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-16","0.00","86","93","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-17","0.00","85","95",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-18","0.59","82",,"75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-19","0.47","83","91","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-20","0.63","84","93","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-21","0.00","87","95",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-22","0.00","86","93","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-23","0.00","86","91","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-24","0.02","85","90","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-25","0.16","85","95","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-26","0.00","86","93","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-27","0.00","83",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-28",,"84","91",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-29",,"82","90",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-30",,"84","91","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-07-31","0.04","83",,"79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-01","0.00","83","90","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-02","0.08","82","93","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-03","0.00","81","84",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-04","0.43","81","86","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-05","1.65","81","86","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-06","0.00","79","99",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-07","2.36","78","84","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-08","5.12","80","84","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-09","0.02","84","90","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-10","0.12","86","93","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-11","0.00","85","93","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-12","0.51","87","93","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-13","0.00","85",,"81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-14","0.00","84","91","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-15","0.00","85","91","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-16","0.00","86","93","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-17","0.00","85","93",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-18","0.00","85","95","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-19","1.77","84","88","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-20","0.00","82","91",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-21","1.10","85","91","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-22","0.00","86","93",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-23",,"88","95",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-24","0.00","88","95","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-25","0.00","87","95","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-26","0.79","84","95","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-27","0.00","84","90",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-28","0.04","85","90","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-29","0.28","83",,"79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-30","0.01","85","91","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-08-31","0.00","84","95","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-01","0.08","80","91","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-02","0.12","84","91","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-03","0.00","85","93","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-04","0.39","83","93",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-05","1.77","79","86","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-06","0.28","81",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-07","0.91","79","84","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-08","0.24","80",,"73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-09","0.00","82","88",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-10","0.00","82","86","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-11","0.08","82","90","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-12","0.04","83","90","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-13","0.00","84","91","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-14","0.04","81","91","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-15","0.91","83","91",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-16","0.00","81",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-17","0.35","84","91","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-18","0.00","85","90","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-19","0.00","83","91","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-20","0.00","84","91","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-21","0.00","85","91","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-22","0.00","86","93","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-23","0.00","86","93","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-24","0.00","81","88","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-25","0.75","82","90","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-26","0.00","84","95","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-27","0.00","83","91","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-28",,"82","90",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-29","0.24","83","91","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-09-30","0.20","81","88","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-01","0.28","83","90","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-02","0.08","83","90","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-03","0.16","83","90","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-04","0.63","80","86","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-05","1.61","80","84","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-06","0.00","85","93",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-07",,"84","93",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-08","0.00","85","93","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-09","0.00","85","91","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-10","0.00","82","90","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-11","0.00","84","90",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-12","0.00","83","91","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-13","0.00","83","91","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-14","0.00","79","93","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-15","0.28","84","93","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-16","0.00","85","93","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-17","0.00","82","93",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-18",,"80","91",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-19","0.12","83","91","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-20","0.00","83","91","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-21","0.00","82","90","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-22","0.00","82","90","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-23","0.00","83","91","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-24","0.00","83","93","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-25","0.00","84","93","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-26","0.00","83","93","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-27","0.00","83","93","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-28","0.00","81","93","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-29","0.00","80","90","70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-30","0.04","81","90","72"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-10-31","0.00","82","90",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-01",,"78","90",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-02",,"80",,"73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-03","0.00","82","90","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-04","0.00","82","91","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-05","0.00","81","91","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-06","0.00","81","88","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-07","0.00","81",,"73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-08","0.00","80","90","72"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-09","0.00","82","90","72"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-10","0.00","79","90","70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-11","0.00","80","91","70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-13","0.00","80","90","68"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-14","0.00","78","90","68"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-15","0.00","81","90",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-16","0.00","80","91","70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-17","0.00","80","91","70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-18","0.00","79","91","70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-19","0.00","80","91","70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-20","0.00","80","91","70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-21","0.00","80",,"70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-22","0.00","80","91","70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-23","0.00","81","93","70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-24","0.00","82","91","72"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-25","0.00","79","88","72"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-26","0.00","80","91","72"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-27","0.00","81","91","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-28","0.00","81","91",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-11-29","0.00","78","93",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-12-02","0.00","76","86","64"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-12-03","0.00","72","84","64"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-12-04","0.00","74","84","64"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-12-05","0.00","76",,"63"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-12-06","0.00","76","84","64"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-12-10",,"72","84",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-12-12","0.00","77","84","64"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-12-13","0.00","69","86","63"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-12-14","0.00","73","84","63"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-12-15",,"73","84",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-12-16",,"69",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-12-17","0.00","74","86","61"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-12-18","0.00","74",,"64"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","1979-12-19","0.00","75","84","66"
