"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-03-21",,"83","95","74"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-03-25",,"82","95","71"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-03-26",,"83","96","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-03-27",,"85","95","70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-03-28",,"84","96","69"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-03-29",,"84","100","72"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-03-30",,"84","97","74"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-03-31",,"85","95","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-01",,"85","99","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-02",,"86","100","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-03",,"86","99","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-04",,"87","99","80"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-05",,"86","97","80"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-06",,"88","101","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-07",,"85","98","80"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-08",,"87","98","80"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-09",,"87","100","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-10",,"88","104",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-11",,"85","98","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-12",,"88","99","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-13",,"87","98","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-14",,"86",,"79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-15",,"84","96",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-16","0.08","86","99","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-17","0.00","83","99",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-18","1.10","85","96","67"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-19","0.00","87","98","80"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-20",,"88","98","80"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-21",,"88","99","80"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-22",,"84",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-23",,"85","97",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-24",,"85",,"75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-25",,"86","95","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-26",,"88","98","82"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-27",,"83","94",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-28",,"87","103","71"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-29",,"88","97","83"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-04-30",,"87","96","80"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-01",,"89","100","83"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-02",,"88","99",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-03",,"83","98",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-04","1.10","83","94","68"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-05","0.00","87","95","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-06",,"84",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-07",,"85","96",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-08",,"86","97","76"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-09",,"87","97","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-10",,"87","100","80"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-11",,"88","101",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-12","0.71","84","99","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-13","0.00","90","103","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-14",,"85","104",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-15",,"85","102","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-16",,"86","103",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-17",,"87","97","74"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-18",,"90","104","80"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-19",,"93","108","83"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-20",,"90","104",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-21","0.00","87","97","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-22",,"87","98",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-23","0.91","86","95","72"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-24","0.00","88","97","80"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-25",,"90","97","83"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-26",,"89","103","83"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-27",,"90","104","83"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-28",,"90","101","83"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-29",,"91","103","85"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-30",,"88","98","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-05-31",,"86","102",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-01",,"88","98","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-02",,"88","99",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-03",,"89","98","82"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-04",,"85","97",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-05",,"81","86","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-06",,"83","91","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-07",,"86","90","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-08","0.02","84","90","80"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-09","0.00","87","99","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-10",,"86","97","82"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-11","0.35","85","91","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-12","0.00","87","95","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-13",,"85","97",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-14","1.26","83","92",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-15","0.00","79","91",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-16","1.18","80","86","74"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-17","0.03","84","95","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-18","2.68","80","84","76"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-19","1.42","83","90","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-20","0.12","83","90","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-21","1.77","84","90","76"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-22","0.00","83","90",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-23","0.28","86","92","80"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-24","0.00","86","91","80"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-25",,"87","98","80"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-26",,"85","98",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-27",,"84",,"76"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-28",,"81","90","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-29",,"84","89","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-06-30",,"83","90","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-01",,"84","91","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-02",,"86","93","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-03",,"85","94","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-04",,"86","94","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-05",,"86","95","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-06",,"87","96","80"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-07",,"86","94","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-08",,"85","93","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-09",,"85","96","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-10",,"83","92","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-11","1.22","80","87",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-12","3.82","80","86","76"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-13","2.52","84","88","76"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-14","0.00","83","89","80"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-15","0.12","83","88","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-16","2.09","79","83","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-17","0.31","78","79",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-18","0.51","78","79","76"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-19","0.67","82","89","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-20","0.00","82",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-21","0.08","84","91","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-22","0.00","85","93","80"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-23",,"85","92","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-24",,"83","88","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-25","0.00","79","85",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-26","0.39","81","87","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-27","0.00","82","92",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-28","1.89","84","90","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-29","0.02","83","89","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-30","1.34","83","90","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-07-31","0.24","84","91","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-01","0.08","87","92","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-02","0.00","85","90",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-03",,"87","93","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-04",,"85","96","81"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-05",,"87","95","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-06",,"81","88",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-07",,"83","92","76"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-08",,"81","89","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-09",,"81","88","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-10",,"82","88","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-11",,"83","101","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-12",,"83","90",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-13",,"83","92",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-14",,"80","92",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-15",,"82","92","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-16",,"82","92","76"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-17",,"83","92",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-18","2.24","79",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-19","0.02","83","91","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-20","0.08","82","90","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-21","0.12","84","90","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-22","0.12","84","89","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-23","0.31","84","90","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-24","0.16","83","91","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-25","0.04","86","92","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-26","0.00","83","89","80"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-27","0.08","83","90","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-28","0.47","83","90","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-29","0.00","81","86",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-30","0.63","81","88","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-08-31","0.02","82","87","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-01","0.00","83","91","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-02",,"84","92","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-03",,"83","93","76"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-04",,"83","93","76"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-05",,"84","91","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-06",,"85",,"77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-09",,"81","87",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-10",,"85","91",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-11",,"87","93","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-12",,"84","94","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-13",,"84","90","79"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-14","0.87","79","89","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-15","0.12","84","92","76"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-16","0.01","84","92","80"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-17","0.00","83",,"80"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-18",,"80","84",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-19",,"84","90","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-20","0.00","82","89",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-21","0.28","80","85","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-22","0.12","84","93","78"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-23","0.00","80","92",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-24","0.16","83",,"74"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-25","0.00","83","93","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-26","0.00","84","94","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-27",,"84","93","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-28",,"85","94","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-29",,"83","95","76"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-09-30",,"83","94",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-01",,"84","94","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-02",,"85","94","74"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-03",,"85","95","74"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-04",,"85","95","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-05",,"84","94","76"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-06",,"83","94","76"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-07",,"82","92","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-08",,"84","94",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-09",,"84","94","76"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-10",,"83","93","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-11",,"81","93","77"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-12",,"80","92","76"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-13",,"81","91",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-14",,"78","90","70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-15",,"80","88","69"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-16",,"79",,"75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-17",,"79",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-18",,"81","88","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-19",,"84","93","76"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-20",,"84","93",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-21",,"83","95","75"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-22",,"83","94","72"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-23",,"81","94","72"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-24",,"81","95","69"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-25",,"81","94","72"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-26",,"81","91","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-27",,"78","88","72"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-28",,"80","91","72"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-29",,"77","86",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-30",,"79","90","67"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-10-31",,"78","90","70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-01",,"80","89","70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-02",,"80","90","70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-03",,"80","93","73"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-04",,"81","92","72"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-05",,"80","90","72"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-06",,"80",,"72"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-07",,"80","90","72"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-08",,"76","90",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-09",,"77","90","67"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-10",,"76","92","61"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-11",,"77","92","64"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-12",,"77","93","65"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-13",,"77","91","65"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-14",,"78","91","66"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-15",,"74","91","65"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-16",,"75","90","62"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-17",,"73","89","59"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-18",,"76","89","62"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-19",,"76","89","63"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-20",,"76","89","63"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-21",,"76","90",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-22",,"76","89","65"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-23",,"75","89","65"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-24",,"75","91","63"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-25",,"75","90","63"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-26",,"75","89",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-27",,"73","84",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-28","0.00","66","71","62"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-29","0.00","75","81",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-11-30",,"76","85","72"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-01",,"78","89","70"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-02",,"72","84","64"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-03",,"70","83",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-04",,"66","83","53"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-05",,"68","86",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-06",,"68","87","53"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-07",,"68","87","54"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-08",,"67","86",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-09",,"69","88","52"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-10",,"70","90","54"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-11",,"68","90","54"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-12",,"71","89","55"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-13",,"69","84",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-14",,"67","84","56"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-15",,"68","86",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-16",,"67","84","55"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-17",,"65","85","54"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-18",,"67","86","54"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-19",,"70","89","54"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-20",,"70","88","57"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-21",,"68","85",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-22",,"69","83","54"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-23",,"67","83","53"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-24",,"66","83","54"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-25",,"69","84","54"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-26",,"68","83","54"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-27",,"68","84","55"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-28",,"68","83","55"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-29",,"68","84","54"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-30",,"68","85","55"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2000-12-31",,"70","85","56"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-01-01",,"70","85","57"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-01-02",,"71","84","61"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-01-03",,"71","83","61"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-01-04",,"69","83",
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-01-05",,"67","81","58"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-01-06",,"69",,"57"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-01-07",,"67","82","54"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-01-08",,"67","87",
